user_id;latitude;longitude;date
cb5f1beb-dbe0-447f-b0b9-5f03579e2e1e;49.523422;-1.105218;2023-06-08 14:9:40
fd32edda-e87d-4407-a19c-79a190400866;48.264376;-1.174625;2023-06-08 14:36:20
35c4c95c-7d48-4fb2-8903-5914655a0fa8;49.587963;-1.188201;2023-06-08 14:31:40
0f3fd3e8-e3fc-4ec0-a2d8-490ae44805e1;49.254842;-0.325569;2023-06-08 14:9:20
a578d14f-890d-4248-8413-d4b48315e673;49.416465;-0.105973;2023-06-08 14:37:0
eda2d459-6e66-42a9-9888-830719844b86;49.927102;-1.170008;2023-06-08 14:19:0
8507498f-22d9-4e30-a5a4-f6c9ed01654c;49.508215;-1.175616;2023-06-08 14:40:40
c2afee3f-0b59-4fd1-84a5-6c9c065cf0ed;48.966723;-1.336897;2023-06-08 14:10:0
0cea28e1-bf5c-44f4-aef5-078beabd6b6c;48.819396;-0.132959;2023-06-08 14:44:40
167623f7-57c8-47aa-b594-0649b6730c32;48.918332;-0.119723;2023-06-08 14:52:0
655b2761-ef6f-4131-84c1-1935abe41b3d;48.305907;-0.205569;2023-06-08 14:44:0
29c6717e-056a-4abf-a421-875f284ef167;49.557806;-0.139631;2023-06-08 14:54:40
820a908e-9995-4546-ae61-db40fd78c66b;48.209669;-1.152489;2023-06-08 14:59:40
16c68482-d68e-4158-9dd1-3c45007a0ec4;48.665685;-0.111455;2023-06-08 14:21:20
0b7ddb8d-d187-4e1e-913a-9b4ca69d34bb;48.887261;-0.252105;2023-06-08 14:54:40
13e6a96d-63b4-48b4-b7e2-9cdfdc14aa30;48.823221;-0.111795;2023-06-08 14:42:40
16c68482-d68e-4158-9dd1-3c45007a0ec4;48.367916;-0.201882;2023-06-08 14:54:20
40309ff2-817f-4d37-a171-605aae3f748f;48.734749;-1.100480;2023-06-08 14:52:0
97868c36-c2f4-4bc2-8178-21d6c985e050;48.908696;-0.113589;2023-06-08 14:58:20
4ef00c96-2fb6-4d59-968f-b2b43f49f80f;49.906608;-1.117302;2023-06-08 14:18:20
ae3e2b6b-cb28-42b8-8614-214b84c9dd2c;48.716021;-1.155783;2023-06-08 14:58:0
b88bac56-0fe3-444c-ad93-ecace577281a;49.328623;-1.106399;2023-06-08 14:55:0
126011a8-3e81-47f2-a689-8df281183640;48.734225;-1.153158;2023-06-08 14:47:20
599c6418-f84a-4f4f-acad-941257dd74e6;49.610473;-0.318794;2023-06-08 14:41:20
40c55b30-13eb-4f7e-b77a-db9e17815e95;49.289796;-0.225862;2023-06-08 14:11:20
28467230-278c-4c32-bd2c-485bb40f7224;49.218548;-1.176560;2023-06-08 14:21:20
16a9c31d-bbec-4aa7-bae1-8e47a8b95ae6;48.620444;-1.251608;2023-06-08 14:25:20
80b88248-f07c-4b34-95c4-cad96c199b06;48.965836;-1.295306;2023-06-08 14:11:0
b1b6a330-a1e5-4b44-84f1-44fd9eb259a1;48.443459;-0.363569;2023-06-08 14:16:40
c2afee3f-0b59-4fd1-84a5-6c9c065cf0ed;49.700165;-0.322697;2023-06-08 14:47:0
1b702a37-4361-4e41-8739-f66ba0c05551;48.208890;-1.151826;2023-06-08 14:2:40
10dab6e4-9348-4855-b85a-e1f4baeb1881;49.783889;-1.303500;2023-06-08 14:11:0
6ae1ca2c-dd9b-4613-813c-37ac5d810a99;49.488840;-0.244335;2023-06-08 14:1:40
6e643e28-a8bd-4671-8e00-381296ea0d28;49.980324;-1.191968;2023-06-08 14:49:0
fdd89946-7861-4fb4-9cd1-3a56dbc692a6;48.326757;-1.126123;2023-06-08 14:49:20
8e1a29e2-7a2d-411a-99c3-ce022698e447;49.512070;-0.185391;2023-06-08 14:20:40
e5603c15-8bbf-4a25-9185-111a653c9aaf;48.607999;-1.107575;2023-06-08 14:43:40
687ec1d6-31b2-4db9-83ec-7a7ffffe841b;48.644400;-0.194146;2023-06-08 14:31:0
5e09127f-9888-4627-a8a0-5ce3d68ca42e;48.651261;-0.145522;2023-06-08 14:0:20
b854e166-74d2-4091-bc37-ae30429448f7;48.959075;-1.292642;2023-06-08 14:46:0
40f3fc2e-9bc7-4155-ba90-29618722bd75;48.657469;-0.162912;2023-06-08 14:15:0
1c29ee65-cf9d-49b2-8170-646fe4d1da0f;48.562876;-1.121976;2023-06-08 14:56:40
97a57925-f0da-44bb-9faa-7d5e58a85831;49.614286;-0.352749;2023-06-08 14:58:40
fdd89946-7861-4fb4-9cd1-3a56dbc692a6;49.493044;-0.206112;2023-06-08 14:35:40
711c2952-9986-4ca0-a0b0-1aa247a8f811;49.626938;-1.362751;2023-06-08 14:21:0
4e6a8af8-dfda-4a6a-9349-557e9c5ec758;49.425996;-1.231452;2023-06-08 14:42:0
9c6f7650-244e-4c8f-aa10-5804565f0e26;49.543079;-0.354980;2023-06-08 14:29:40
d81ad595-0a3e-4671-b145-251f4a50dd34;48.398369;-0.312430;2023-06-08 14:22:40
1487d5bb-2821-4c65-b68e-65d8d59db390;49.316488;-0.174109;2023-06-08 14:13:20
e97e3d1e-84ec-44f9-8021-3b2904e2cfb8;48.451474;-1.115365;2023-06-08 14:47:0
0e63c13d-4acb-4292-ad77-d85012a100ca;49.884515;-0.180427;2023-06-08 14:2:20
ea7947b9-7852-4ede-a16d-c6f1fb98d26a;49.419339;-0.337329;2023-06-08 14:19:0
b9e5536b-442e-430a-bda4-26438bead877;48.433441;-1.258821;2023-06-08 14:57:0
e986c4aa-6b33-4ee0-aa84-a1a7a30ebeeb;48.774499;-0.218866;2023-06-08 14:50:20
1036c8fa-4938-4b91-b689-8e2a5f87cdbc;48.944384;-0.269922;2023-06-08 14:47:0
2bd1dd78-2d8c-46b7-b79c-31b62962fbbe;49.229590;-1.276041;2023-06-08 14:34:40
59287079-1334-410d-88a3-ea17b2c86418;49.749152;-0.199430;2023-06-08 14:1:40
7c9bb27b-c570-43e8-a0a1-ba5b045d926d;48.204487;-0.311802;2023-06-08 14:37:20
b88bac56-0fe3-444c-ad93-ecace577281a;49.241215;-0.200085;2023-06-08 14:39:20
594b4443-4af2-4371-a2c7-36317d59e650;48.364262;-1.106414;2023-06-08 14:33:40
be30f28e-015b-4a36-99bc-241fd78f662a;48.394626;-1.289925;2023-06-08 14:41:20
43266628-9f08-430e-828a-b6ecb0d7005e;49.362449;-1.159778;2023-06-08 14:6:20
40adcdbc-aec6-410f-b69f-3aedc546486c;49.773981;-1.121095;2023-06-08 14:49:40
2a549947-8a43-40a0-b565-afff2abbafcc;48.354714;-0.152199;2023-06-08 14:49:40
15c75a90-f61b-46e6-98ac-723dcb97b108;48.216248;-1.321164;2023-06-08 14:55:20
54c84d93-1f83-4878-a4e4-4416245174f1;48.835311;-0.106381;2023-06-08 14:4:0
714a8745-603e-42d6-9d6a-d84f82fbed8a;49.206554;-1.157355;2023-06-08 14:31:0
751a7641-2f8f-412c-a225-c0699fd6b648;49.820344;-1.181044;2023-06-08 14:16:20
4e6a8af8-dfda-4a6a-9349-557e9c5ec758;48.874182;-0.337398;2023-06-08 14:5:40
958306a4-4694-4914-a023-9aa022a3ada9;48.846716;-1.268320;2023-06-08 14:27:20
a4d752f9-a6f5-4eab-a30c-e4f3c8aa0456;48.784047;-1.360549;2023-06-08 14:8:0
3d7be079-a673-4711-becc-cd1ec2b71586;49.678308;-1.256881;2023-06-08 14:55:40
73d29656-35e9-47c9-ab38-43d3ffb72a49;49.755563;-1.342374;2023-06-08 14:44:40
cb5f1beb-dbe0-447f-b0b9-5f03579e2e1e;48.268309;-0.360003;2023-06-08 14:2:20
d336878c-24aa-4484-b161-c324a4016a6c;48.951232;-0.266511;2023-06-08 14:1:20
dcfbd135-9be0-4769-90d1-772166fd4a06;48.966221;-0.251569;2023-06-08 14:0:20
d44e47f3-08b5-4be0-bb37-ae9de43d302d;48.739888;-1.115392;2023-06-08 14:16:40
abba5789-bdb9-4103-b8f7-38cd6bac8fb2;48.794447;-0.184829;2023-06-08 14:34:0
d81ad595-0a3e-4671-b145-251f4a50dd34;48.657783;-0.246428;2023-06-08 14:30:0
08beea64-8bef-439b-90d6-848a08b9abd1;48.664687;-1.250828;2023-06-08 14:36:0
87030f0c-2eaf-4c77-9906-8c6923a7afb0;48.300495;-1.143568;2023-06-08 14:25:40
416d1c2a-eb13-4734-a85c-86c56c5bef70;49.411699;-0.224011;2023-06-08 14:4:0
108f54bb-6572-4805-922d-fa4af3e35eff;48.679774;-1.108451;2023-06-08 14:28:20
948eef3b-7467-4046-9057-1323fcd9b5ef;48.647203;-1.238521;2023-06-08 14:10:20
59287079-1334-410d-88a3-ea17b2c86418;49.349240;-0.122802;2023-06-08 14:8:20
167623f7-57c8-47aa-b594-0649b6730c32;49.573743;-0.211469;2023-06-08 14:51:20
65cd16ab-9539-4d1d-854d-374063952ef3;49.428931;-0.363724;2023-06-08 14:30:20
507537d2-29f5-4932-9527-bef30b770210;48.305423;-0.133896;2023-06-08 14:40:40
2a549947-8a43-40a0-b565-afff2abbafcc;48.632215;-1.104501;2023-06-08 14:37:40
e97e3d1e-84ec-44f9-8021-3b2904e2cfb8;49.567446;-0.200621;2023-06-08 14:11:0
1c687da4-cd13-43b9-a5a1-f31b9338ca96;49.725249;-1.308586;2023-06-08 14:24:20
6a200b6e-b8f1-4506-a286-7c719f93f939;49.439536;-1.196616;2023-06-08 14:46:40
b3462d1c-280c-4f69-8ad9-c986ebccdc4b;48.556674;-0.107824;2023-06-08 14:25:0
9a6e4119-6507-4ef2-8187-e3c6e492f2ca;48.507457;-1.162546;2023-06-08 14:26:20
714a8745-603e-42d6-9d6a-d84f82fbed8a;49.523856;-0.179783;2023-06-08 14:8:20
8501506a-4df9-4abf-852c-63d4018b2e70;49.361950;-1.248776;2023-06-08 14:31:40
d4b9229c-4120-43df-8eec-3aa184d5121c;48.879681;-0.202366;2023-06-08 14:10:0
4eb5b588-f023-49b9-9b85-a379b7ba0191;48.491956;-1.345857;2023-06-08 14:18:0
0df5cb40-e96d-40cf-a546-454e72b16485;48.912015;-0.145676;2023-06-08 14:23:0
7b8da273-84e7-43ac-8cc2-b48be4510646;49.678871;-1.246001;2023-06-08 14:27:0
88ad5c99-411b-4e74-9dce-275bf1095ddb;48.617405;-0.343876;2023-06-08 14:42:40
a49e8ffe-4792-4b55-875a-8122ee8285ee;49.395135;-0.149533;2023-06-08 14:4:0
a44516ab-de85-49af-999c-c99c3d5c1c2d;49.385868;-1.307789;2023-06-08 14:21:20
922ac173-4f2b-41c7-898a-656328864820;49.999800;-0.165033;2023-06-08 14:38:20
16c68482-d68e-4158-9dd1-3c45007a0ec4;48.816897;-1.308574;2023-06-08 14:42:40
5251feb4-f0bf-4574-b6c1-93a03f178ae9;48.382878;-1.104221;2023-06-08 14:58:20
0da40f27-79c2-4c4d-b292-ca80b128fd82;48.371742;-0.214951;2023-06-08 14:9:40
a0a212f2-54c8-46ad-8a3b-12a081626da6;49.523050;-0.297323;2023-06-08 14:12:0
1487d5bb-2821-4c65-b68e-65d8d59db390;49.237262;-0.308259;2023-06-08 14:15:20
6a19f250-44ae-424d-9985-e3f6487f69af;48.778661;-0.117741;2023-06-08 14:4:0
6298de7a-e002-4d6f-aca3-1d7583357ecf;49.306450;-0.256239;2023-06-08 14:19:20
751a7641-2f8f-412c-a225-c0699fd6b648;49.659156;-0.269716;2023-06-08 14:44:40
c82c9393-e85c-47a3-a66a-7bc87d068d0b;49.580988;-0.295226;2023-06-08 14:36:20
7c9bb27b-c570-43e8-a0a1-ba5b045d926d;48.453309;-0.321076;2023-06-08 14:25:20
a62fc9aa-14b2-481e-9f25-806ea89e7914;48.911678;-0.183081;2023-06-08 14:39:40
99a5be55-1619-46ee-aabc-a2979c953c5c;48.283487;-0.189770;2023-06-08 14:1:0
d336878c-24aa-4484-b161-c324a4016a6c;48.730284;-1.296303;2023-06-08 14:17:20
40c55b30-13eb-4f7e-b77a-db9e17815e95;49.389818;-1.168603;2023-06-08 14:14:20
18687033-c82c-40ad-ba3d-b6cafd85158a;49.425198;-0.236935;2023-06-08 14:10:20
54c84d93-1f83-4878-a4e4-4416245174f1;49.700107;-0.252125;2023-06-08 14:21:40
bde83094-c25f-40be-a921-11c22fb9517b;48.562774;-0.152389;2023-06-08 14:47:0
97a57925-f0da-44bb-9faa-7d5e58a85831;48.500222;-1.240170;2023-06-08 14:59:0
771442a0-e8af-49ed-b782-377149f8715c;48.229222;-0.100834;2023-06-08 14:20:40
db2bd237-632f-4017-8366-d01af1b8e137;49.609419;-0.319629;2023-06-08 14:31:40
2bd1dd78-2d8c-46b7-b79c-31b62962fbbe;48.463174;-0.359713;2023-06-08 14:29:20
0d38a336-f668-4f47-88ec-c0c26660d834;48.276771;-0.331502;2023-06-08 14:33:40
afeb3720-831a-417a-8cce-3cf98dfb2114;49.360841;-1.339683;2023-06-08 14:53:20
